20,0.5
27,2
28,1
61,0.25
5,1
26,0.5
29,2
75,0.25
38,2
67,0.5
71,0.25
76,1
6,1
57,2
66,0.25
73,0.5
9,2
11,1
51,0.5
78,0.25
23,0.5
30,1
41,2
46,0.25
33,2
54,1
63,0.25
64,0.5
32,0.25
44,1
65,2
74,0.5
2,0.5
3,0.25
25,2
39,1
13,0.25
37,1
50,2
80,0.5
1,2
56,0.25
68,1
79,0.5
22,2
36,0.5
60,1
72,0.25
35,1
43,0.5
53,0.25
58,2
10,0.5
14,0.25
62,2
77,1
24,0.25
31,1
52,2
69,0.5
15,1
21,0.5
48,0.25
59,2
4,0.5
16,0.25
17,2
34,1
8,0.5
12,0.25
55,1
70,2
7,0.25
18,1
45,2
49,0.5
19,1
40,0.25
42,0.5
47,2
